Ticker,Segmento,DY_Anual,P_VP,Liquidez_Diaria,Vacancia,Patrimonio,Perfil_Risco,Perfil_Ideal_Investidor,Liquidez_Patrimonio,Desconto_VP,DY_por_Vacancia,Indice_Valor,Log_Patrimonio,Log_Liquidez,Score_Risco
ERPA11,Multicategoria,0.0857,0.78,180417.0,0.0,65059700.0,Baixo,Conservador,0.0027730991689171,0.2199999999999999,8.57,0.1098717948717948,17.990815883241158,12.10303165990365,32.0
EURO11,Logística,0.0747,0.87,41522.0,0.0,140996000.0,Baixo,Conservador,0.0002944906238474,0.13,7.47,0.0858620689655172,18.764242086238117,10.634002769564812,32.0
EVBI11,Multicategoria,0.0559,0.97,0.0,0.0049,546231000.0,Baixo,Conservador,0.0,0.03,3.751677852348993,0.0576288659793814,20.118552522991177,0.0,27.73
EXES11,Multicategoria,0.1623,0.93,149367.0,0.0,133541000.0,Médio,Moderado,0.0011185104200208,0.0699999999999999,16.23,0.174516129032258,18.709919112247288,11.914168338645172,42.0
FAED11,Outros,0.1333,0.66,67641.0,0.0,104618000.0,Médio,Moderado,0.0006465522185474,0.3399999999999999,13.33,0.2019696969696969,18.465826188478925,11.121984370878163,52.0
FAMB11,Residencial,0.0,0.96,51322.0,0.9801,116532000.0,Alto,Arrojado,0.0004404112175196,0.04,0.0,0.0,18.573676479945824,10.845894273763054,77.0
FATN11,Multicategoria,0.066,0.87,2205430.0,0.2092,533259000.0,Alto,Arrojado,0.0041357576712254,0.13,0.3010948905109489,0.0758620689655172,20.0945177946857,14.606433512614926,65.0
FCFL11,Multicategoria,0.0889,0.98,137621.0,0.0,425566000.0,Baixo,Conservador,0.0003233834469858,0.02,8.89,0.0907142857142857,19.86893060793232,11.83226607542227,24.0
FEXC11,Outros,0.0,8.44,0.0,0.0,8310020000.0,Médio,Moderado,0.0,-7.439999999999999,0.0,0.0,22.84072785267008,0.0,53.0
FFCI11,Escritórios,0.0,0.9,0.0,0.0649,671817000.0,Médio,Moderado,0.0,0.0999999999999999,0.0,0.0,20.32549654146114,0.0,50.73
FGAA11,Outros,0.0675,0.94,971380.0,0.0,396266000.0,Baixo,Conservador,0.0024513331953788,0.06,6.75,0.0718085106382978,19.797596263413027,13.786474049303688,34.0
FIGS11,Shoppings,0.1139,0.71,141822.0,0.0711,142557000.0,Médio,Moderado,0.0009948441675961,0.29,1.404438964241677,0.1604225352112676,18.775252484709043,11.862335080209208,40.66
FIIB11,Logística,0.0889,0.77,383372.0,0.013,310387000.0,Baixo,Conservador,0.0012351419357125,0.2299999999999999,3.865217391304349,0.1154545454545454,19.55333046717477,12.856763684578686,25.95
FIIP11,Logística,0.1274,0.65,342688.0,0.0,121217000.0,Médio,Moderado,0.002827062210746,0.35,12.74,0.196,18.61309289403948,12.744578609302607,42.0
FISC11,Escritórios,0.1076999999999999,0.55,1384.0,0.0279999999999999,104822000.0,Médio,Moderado,1.3203335177729866e-05,0.4499999999999999,2.8342105263157893,0.1958181818181817,18.46777424102443,7.233455418621439,50.2
FISD11,Títulos e Val. Mob.,0.0,3.41,0.0,0.0,218079000.0,Médio,Moderado,0.0,-2.41,0.0,0.0,19.200367945014257,0.0,54.0
FIXX11,Outros,0.0,7.11,80970.0,0.0,1745260000.0,Médio,Moderado,4.639423352394485e-05,-6.11,0.0,0.0,21.28016937920948,11.301846344857076,53.0
FLCR11,Outros,0.139,1.01,45708.0,0.0,71289800.0,Baixo,Conservador,0.000641157641065,-0.01,13.9,0.1376237623762376,18.08226383167457,10.73005049403551,34.0
FLFL11,Escritórios,0.0,0.73,0.0,0.2913,345426000.0,Alto,Arrojado,0.0,0.27,0.0,0.0,19.66028899878223,0.0,84.0
FLMA11,Escritórios,0.0858,0.63,43554.0,0.0,218146000.0,Médio,Moderado,0.0001996552767412,0.37,8.58,0.1361904761904762,19.20067512594254,10.681779786252992,46.0
FLRP11,Shoppings,0.0925,0.97,50518.0,0.0143,156978000.0,Baixo,Conservador,0.000321815795844,0.03,3.806584362139917,0.095360824742268,18.871616232475606,10.830104782127586,24.14
FMOF11,Escritórios,0.1873,0.74,2774.0,0.0,17780300.0,Médio,Moderado,0.00015601536532,0.26,18.73,0.2531081081081081,16.693601717040593,7.928406026180535,54.0
FPAB11,Escritórios,0.1043,0.57,354948.0,0.19,152992000.0,Alto,Arrojado,0.0023200428780589,0.43,0.5215,0.1829824561403508,18.845896196944256,12.779729396165353,74.5
FPNG11,Multicategoria,0.0098999999999999,2.22,295.0,0.0133,1460850000.0,Médio,Moderado,2.019372283259746e-07,-1.2200000000000002,0.4248927038626608,0.0044594594594594,21.102284295724125,5.69035945432406,53.0
FRBR11,Multicategoria,0.0,1.08,0.0,0.0,1324330000.0,Baixo,Conservador,0.0,-0.08,0.0,0.0,21.004172508873012,0.0,33.0
FTCA11,Outros,0.0504,0.83,69385.0,0.0,39158400.0,Médio,Moderado,0.0017719059001389,0.17,5.04,0.060722891566265,17.48312554231079,11.147440397038215,42.0
FTCE11,Multicategoria,0.0192999999999999,0.99,378937.0,0.63,3902410000.0,Médio,Moderado,9.71033284560054e-05,0.01,0.0301562499999999,0.0194949494949494,22.084860148204523,12.845127882292022,63.0
FVBI11,Lajes Corporativas,0.0,0.0,0.0,0.0,0.0,Médio,Moderado,0.0,1.0,0.0,0.0,0.0,0.0,60.0
FVPQ11,Shoppings,0.0688,0.68,56630.0,0.1039,177333000.0,Médio,Moderado,0.0003193427055314,0.3199999999999999,0.6040386303775241,0.1011764705882352,18.993539884575902,10.944311817436844,63.58
FYTO11,Multicategoria,0.1411,0.86,148284.0,0.0,131114000.0,Médio,Moderado,0.0011309547416751,0.14,14.11,0.1640697674418604,18.69157773937028,11.906891376685373,40.0
FZDA11,Outros,0.0,0.72,1070.0,0.0,201500000.0,Médio,Moderado,5.310173697270471e-06,0.28,0.0,0.0,19.12129994431379,6.976348070447749,52.0
FZDB11,Outros,0.0,0.84,164.0,0.0,540000000.0,Médio,Moderado,3.037037037037037e-07,0.16,0.0,0.0,20.107079699374445,5.10594547390058,47.0
GALG11,Multicategoria,0.0,0.98,0.0,0.0,1338920000.0,Baixo,Conservador,0.0,0.02,0.0,0.0,21.015129156538286,0.0,33.0
GAME11,Outros,0.129,0.92,247111.0,0.0,252708000.0,Baixo,Conservador,0.0009778519081311,0.0799999999999999,12.9,0.1402173913043478,19.34774523390705,12.417596954132224,34.0
GARE11,Multicategoria,0.12,0.88,13128700.0,0.0,2377110000.0,Baixo,Conservador,0.0055229669640866,0.12,12.0,0.1363636363636363,21.589151301493928,16.390311307645185,23.0
GCFF11,Títulos e Val. Mob.,0.0,0.89,0.0,0.0,24981100.0,Médio,Moderado,0.0,0.1099999999999999,0.0,0.0,17.033630136950627,0.0,44.0
GCOI11,Residencial,0.3667,0.98,355.0,0.0,8234310.0,Médio,Moderado,4.311229477636864e-05,0.02,36.67,0.3741836734693878,15.923820250819745,5.87493073085203,47.0
GCRA11,Multicategoria,0.0461,0.6,236739.0,0.0,89399200.0,Médio,Moderado,0.0026481109450643,0.4,4.61,0.0768333333333333,18.308622302743625,12.374717771507884,60.0
GCRI11,Multicategoria,0.1452,0.75,393195.0,0.0,99153200.0,Médio,Moderado,0.0039655301089626,0.25,14.52,0.1936,18.4121766968265,12.882063494263424,40.0
GESE11B,Outros,0.0,1.36,0.0,0.0,79040000.0,Médio,Moderado,0.0,-0.3600000000000001,0.0,0.0,18.185464624055708,0.0,62.0
GFDL11,Logística,0.0014,1.21,4895.0,0.0,29617400.0,Médio,Moderado,0.0001652744670362,-0.2099999999999999,0.14,0.0011570247933884,17.20387261818708,8.496173824192162,42.0
GGRC11,Multicategoria,0.1186,0.9,11457700.0,0.0,2131780000.0,Baixo,Conservador,0.0053747103359633,0.0999999999999999,11.86,0.1317777777777777,21.480223148901267,16.25417263830558,15.0
GLCR11,Multicategoria,0.1125999999999999,1.01,1973.0,0.0,36011000.0,Baixo,Conservador,5.478881452889395e-05,-0.01,11.26,0.1114851485148514,17.39933503307264,7.587817219993427,24.0
GLOG11,Logística,0.0758,0.68,182250.0,0.0,55102500.0,Médio,Moderado,0.0033074724377296,0.3199999999999999,7.58,0.1114705882352941,17.824705663292676,12.1131401368243,42.0
GLPF11,Logística,0.0935999999999999,1.08,129272.0,0.0,163052000.0,Baixo,Conservador,0.0007928268282511,-0.08,9.36,0.0866666666666666,18.909579732433407,11.769681726249368,16.0
GRLV11,Logística,0.0,24.38,0.0,0.0369,156199000.0,Médio,Moderado,0.0,-23.38,0.0,0.0,18.8666413997028,0.0,57.53
GRUL11,Logística,0.12,0.87,262166.0,0.0,207727000.0,Baixo,Conservador,0.0012620699283193,0.13,12.0,0.1379310344827586,19.151735280397077,12.476736984267369,24.0
GRWA11,Outros,0.0286,0.75,12369.0,0.0,20854200.0,Médio,Moderado,0.0005931179330782,0.25,2.86,0.0381333333333333,16.853065972723893,9.423029465386534,52.0
GSFI11,Shoppings,0.0,0.9,8969050.0,0.0,1090810000.0,Baixo,Conservador,0.0082223760324896,0.0999999999999999,0.0,0.0,20.810186377393865,16.00929043133662,31.0
GTLG11,Logística,0.0,0.7,0.0,0.0169,459000000.0,Médio,Moderado,0.0,0.3,0.0,0.0,19.94456077020347,0.0,44.53
GTWR11,Escritórios,0.1335,0.79,994558.0,0.0,957720000.0,Médio,Moderado,0.0010384642693062,0.2099999999999999,13.35,0.1689873417721518,20.68006601868434,13.81005470181105,39.0
GURB11,Shoppings,0.0,0.94,0.0,0.0969999999999999,122597000.0,Médio,Moderado,0.0,0.06,0.0,0.0,18.624413119503245,0.0,54.55
GWIR11,Shoppings,0.0,0.74,0.0,0.0,67231200.0,Médio,Moderado,0.0,0.26,0.0,0.0,18.023647998334447,0.0,48.0
GZIT11,Multicategoria,0.2087999999999999,0.47,522767.0,0.0353,960104000.0,Médio,Moderado,0.0005444899719197,0.53,4.609271523178808,0.4442553191489361,20.682552170933413,13.166893049983578,60.3
HAAA11,Escritórios,0.023,0.87,521.0,0.171,194447000.0,Alto,Arrojado,2.679393356544457e-06,0.13,0.1270718232044198,0.0264367816091954,19.08567019545918,6.257667587882639,79.65
HABT11,Multicategoria,0.1653,0.74,1375910.0,0.0,571963000.0,Médio,Moderado,0.0024055926694558,0.26,16.53,0.2233783783783783,20.164584863685565,14.134626615151012,45.0
HBCR11,Multicategoria,0.0973,1.26,2930770.0,0.0,233600000.0,Baixo,Conservador,0.0125461044520547,-0.26,9.73,0.0772222222222222,19.26912081319917,14.890776086309751,32.0
HBRH11,Multicategoria,0.0,0.81,0.0,0.0283,256345000.0,Médio,Moderado,0.0,0.1899999999999999,0.0,0.0,19.362034755321183,0.0,54.24
HBTT11,Títulos e Val. Mob.,0.0,1.19,0.0,0.0,190126000.0,Médio,Moderado,0.0,-0.1899999999999999,0.0,0.0,19.063197573487138,0.0,44.0
HCHG11,Outros,0.0924,0.87,51029.0,0.0,96000000.0,Baixo,Conservador,0.0005315520833333,0.13,9.24,0.1062068965517241,18.379858759848776,10.840168974058017,34.0
HCRI11,Hospital,0.1795,0.96,39556.0,0.0,54904000.0,Médio,Moderado,0.0007204575258633,0.04,17.95,0.1869791666666666,17.821096781784217,10.585497948685155,36.0
HCTR11,Multicategoria,0.2104,0.16,907590.0,0.0,366598000.0,Médio,Moderado,0.0024757090873381,0.84,21.04,1.315,19.71977644054541,13.718549115575987,60.0
HDEL11,Logística,1.0297,0.99,494.0,0.0,3595200.0,Baixo,Conservador,0.0001374054294615,0.01,102.97,1.0401010101010102,15.095110458561804,6.20455776256869,34.0
HFOF11,Multicategoria,0.1054,0.82,3034860.0,0.0,1441960000.0,Baixo,Conservador,0.0021046769674609,0.18,10.54,0.1285365853658536,21.08926913686689,14.925676182415398,23.0
HGAG11,Outros,0.073,0.67,386.0,0.0,3927350.0,Médio,Moderado,9.828510318662711e-05,0.3299999999999999,7.3,0.108955223880597,15.183475710772912,5.958424693029782,52.0
HGBL11,Logística,0.0962,0.98,27391.0,0.0,240295000.0,Baixo,Conservador,0.0001139890551197,0.02,9.62,0.0981632653061224,19.2973778973276,10.218006278941468,16.0
HGBS11,Shoppings,0.0947,0.96,5610590.0,0.0431,2568460000.0,Baixo,Conservador,0.0021844179002203,0.04,1.7834274952919025,0.0986458333333333,21.666572334847867,15.540166619543792,19.46
HGCR11,Outros,0.1234,0.97,3312910.0,0.0,1476590000.0,Baixo,Conservador,0.0022436221293656,0.03,12.34,0.1272164948453608,21.113001212928864,15.013337817051587,25.0
HGFF11,Outros,0.0657,0.77,0.0,0.0,178631000.0,Médio,Moderado,0.0,0.2299999999999999,6.57,0.0853246753246753,19.000832789171334,0.0,42.0
HGIC11,Multicategoria,0.1534,0.52,6022.0,0.0,26786100.0,Médio,Moderado,0.0002248180959527,0.48,15.34,0.295,17.103393691548543,8.70334075304372,60.0
HGJH11,Escritórios,0.0,0.55,0.0,0.0342,335342000.0,Alto,Arrojado,0.0,0.4499999999999999,0.0,0.0,19.63066146753432,0.0,69.13
HGLG11,Multicategoria,0.0851,0.92,14115800.0,0.0323,6690850000.0,Baixo,Conservador,0.0021097170015767,0.0799999999999999,2.011820330969267,0.0924999999999999,22.62400675847159,16.462805366199888,19.84
HGPO11,Escritórios,0.7012999999999999,0.99,203578.0,0.0,268954000.0,Médio,Moderado,0.0007569249760182,0.01,70.13,0.7083838383838383,19.410050922943945,12.223809414920389,46.0
HGRE11,Escritórios,0.0983,0.86,2426060.0,0.0593,1493060000.0,Médio,Moderado,0.0016248911631146,0.14,1.4184704184704184,0.1143023255813953,21.124093542907595,14.701779512440424,35.89
HGRU11,Outros,0.0972,0.99,4304820.0,0.0081,2960520000.0,Baixo,Conservador,0.0014540756353613,0.01,5.370165745856354,0.0981818181818182,21.80863076586667,15.27524611542086,18.21
HILG11,Logística,0.3059,0.77,0.0,0.0,98309500.0,Médio,Moderado,0.0,0.2299999999999999,30.59,0.3972727272727273,18.40363123354953,0.0,42.0
HIRE11,Outros,0.0446,1.0,3134900.0,0.0,275017000.0,Médio,Moderado,0.0113989317024038,0.0,4.46,0.0446,19.432343475538136,14.958108152603163,44.0
HJCT11,Escritórios,0.0619,1.35,1845.0,0.08,114638000.0,Alto,Arrojado,1.6094139814023273e-05,-0.3500000000000001,0.6877777777777778,0.0458518518518518,18.557289904137463,7.520776415062797,66.0
HLOG11,Logística,0.0983,0.76,52983.0,0.0,385475000.0,Baixo,Conservador,0.0001374486023736,0.24,9.83,0.1293421052631579,19.76998690061589,10.877745260164817,24.0
HMOC11,Shoppings,0.0,0.95,0.0,0.0,86698800.0,Médio,Moderado,0.0,0.05,0.0,0.0,18.27795061235872,0.0,40.0
HOFC11,Escritórios,0.0,0.59,262592.0,0.5184000000000001,127428000.0,Alto,Arrojado,0.0020607087924161,0.41,0.0,0.0,18.663062065021556,12.478360583983736,94.0
HOSI11,Residencial,0.0471,0.68,4956.0,0.0,46965600.0,Alto,Arrojado,0.0001055240431294,0.3199999999999999,4.71,0.0692647058823529,17.66492599809242,8.508555998020574,65.0
HPDP11,Shoppings,0.0876,0.92,8272030.0,0.0165,619782000.0,Baixo,Conservador,0.0133466767347228,0.0799999999999999,3.3056603773584903,0.0952173913043478,20.244878362883345,15.92839062330553,19.48
HRDF11,Multicategoria,0.0,0.74,459.0,0.0,9711520.0,Médio,Moderado,4.726345618399592e-05,0.26,0.0,0.0,16.08882347063679,6.131226489483141,50.0
HREC11,Multicategoria,0.1196,0.94,385075.0,0.0,434162000.0,Baixo,Conservador,0.0008869385160377,0.06,11.96,0.1272340425531915,19.888928296608743,12.861195996385996,24.0
HRES11,Multicategoria,0.3076,1.2,0.0,0.0,68105800.0,Médio,Moderado,0.0,-0.1999999999999999,30.760000000000005,0.2563333333333333,18.036572951045425,0.0,50.0
HSAF11,Outros,0.14,0.9,976773.0,0.0,203145000.0,Baixo,Conservador,0.0048082551871815,0.0999999999999999,14.000000000000002,0.1555555555555555,19.12943057266231,13.792010583897762,34.0
HSLG11,Logística,0.095,0.8,973900.0,0.0,1113960000.0,Baixo,Conservador,0.0008742683758842,0.1999999999999999,9.5,0.11875,20.83118707206181,13.789064934748229,15.0
HSML11,Shoppings,0.0915,0.87,6812470.0,0.8582,1923960000.0,Médio,Moderado,0.0035408584378053,0.13,0.1053904630269523,0.1051724137931034,21.377651399472786,15.734265461063842,51.0
HSRE11,Outros,0.1353,0.96,14120700.0,0.0,743132000.0,Baixo,Conservador,0.0190016040218965,0.04,13.53,0.1409375,20.426384246391017,16.463152434689405,29.0
HTMX11,Hotel,0.1173,0.89,406133.0,0.0,383510000.0,Médio,Moderado,0.0010589893353497,0.1099999999999999,11.73,0.1317977528089887,19.76487625665841,12.914438433390677,40.0
HUCG11,Hospital,0.0909,0.67,1995.0,0.0,96626600.0,Médio,Moderado,2.064648864805344e-05,0.3299999999999999,9.09,0.1356716417910447,18.38636463394546,7.59890045687141,36.0
HUSC11,Outros,0.1319,0.63,0.0,0.0,81687300.0,Médio,Moderado,0.0,0.37,13.19,0.2093650793650793,18.21840911323251,0.0,52.0
HUSI11,Hospital,0.0982,0.83,3929.0,0.0,126835000.0,Baixo,Conservador,3.097725391256357e-05,0.17,9.82,0.1183132530120482,18.65839759500029,8.276394704863307,26.0
HYPI11,Multicategoria,0.6415000000000001,86.72,0.0,0.0,237094000.0,Médio,Moderado,0.0,-85.72,64.15,0.0073973708487084,19.283967249155022,0.0,60.0
IAAG11,Outros,0.0913,0.85,253868.0,0.0,87187800.0,Baixo,Conservador,0.0029117376513686,0.15,9.13,0.1074117647058823,18.283574982303747,12.444573664925414,34.0
IAGR11,Multicategoria,0.0,0.7,4852.0,0.0,12087100.0,Médio,Moderado,0.0004014196953777,0.3,0.0,0.0,16.30764940889173,8.487352349405215,50.0
IBBP11,Logística,0.1128,0.82,1644530.0,0.0022,522679000.0,Baixo,Conservador,0.0031463479496976,0.18,9.24590163934426,0.137560975609756,20.07447806878011,14.31296579514808,19.33
IBCR11,Outros,0.1679,0.55,67249.0,0.0,46962700.0,Médio,Moderado,0.0014319662200001,0.4499999999999999,16.79,0.3052727272727272,17.66486424886585,11.116172297464086,62.0
IBFF11,Títulos e Val. Mob.,0.0,0.93,0.0,0.0,44267600.0,Médio,Moderado,0.0,0.0699999999999999,0.0,0.0,17.60576361304346,0.0,36.0
ICNE11,Residencial,0.273,0.95,202155.0,0.0,76690800.0,Médio,Moderado,0.0026359745888685,0.05,27.3,0.2873684210526316,18.15529232433378,12.216794955558449,47.0
ICRI11,Outros,0.1235,0.93,803304.0,0.0,368879000.0,Baixo,Conservador,0.0021776897031275,0.0699999999999999,12.35,0.1327956989247311,19.72597923766127,13.596489746467194,34.0
IDFI11,Títulos e Val. Mob.,0.0,0.46,0.0,0.0,4115850.0,Médio,Moderado,0.0,0.54,0.0,0.0,15.23035617508647,0.0,54.0
IDGR11,Híbrido,0.0,0.0,0.0,0.0,1325040.0,Médio,Moderado,0.0,1.0,0.0,0.0,14.096953960319947,0.0,56.0
IFID11,Outros,0.0,1.25,0.0,0.0,59897000.0,Médio,Moderado,0.0,-0.25,0.0,0.0,17.90813699505433,0.0,52.0
IFIE11,Outros,0.0,1.04,0.0,0.0,64817600.0,Médio,Moderado,0.0,-0.04,0.0,0.0,17.98708774481074,0.0,44.0
INLG11,Logística,0.1242,0.62,309579.0,0.0084,298295000.0,Médio,Moderado,0.0010378283243098,0.38,6.75,0.2003225806451613,19.513593491047537,12.642971819127869,43.26
INRD11,Residencial,0.1054,0.63,130017.0,0.0168,84721200.0,Médio,Moderado,0.0015346454016232,0.37,3.9328358208955225,0.1673015873015872,18.25487643526648,11.775428181391266,49.52
IRDM11,Outros,0.0886,0.74,0.0,0.0,2202080000.0,Baixo,Conservador,0.0,0.26,8.86,0.1197297297297297,21.51266820564961,0.0,25.0
IRIM11,Multicategoria,0.1421,0.8,4181070.0,0.0,2370710000.0,Baixo,Conservador,0.0017636362102492,0.1999999999999999,14.21,0.177625,21.58645532570979,15.24607799177787,31.0
ISCJ11,Outros,0.1977,0.3,0.0,0.0,9515730.0,Médio,Moderado,0.0,0.7,19.77,0.659,16.068456881825526,0.0,62.0
ITIP11,Outros,0.1248,0.99,80597.0,0.0,51098700.0,Baixo,Conservador,0.0015772808310191,0.01,12.48,0.126060606060606,17.74926963410718,11.297229114291069,34.0
ITIT11,Outros,0.0972,0.94,143685.0,0.0,68005300.0,Baixo,Conservador,0.0021128500278654,0.06,9.72,0.1034042553191489,18.03509621598433,11.875385642129602,26.0
ITRI11,Outros,0.1265,0.86,1261200.0,0.0,513750000.0,Médio,Moderado,0.0024548905109489,0.14,12.65,0.1470930232558139,20.05724732572119,14.047574999548385,37.0
JASC11,Varejo,0.0824,0.87,6098.0,0.0101,385119000.0,Médio,Moderado,1.5834066872836707e-05,0.13,4.099502487562189,0.0947126436781609,19.769062937999,8.715880102296456,39.52
JBFO11,Títulos e Val. Mob.,0.0,1.04,0.0,0.0,104897000.0,Médio,Moderado,0.0,-0.04,0.0,0.0,18.46848948382534,0.0,36.0
JCCJ11,Shoppings,0.0813,0.77,313163.0,1.0,794736000.0,Médio,Moderado,0.0003940465764731,0.2299999999999999,0.0804950495049505,0.1055844155844156,20.49352054325592,12.654482293963651,55.0
JCIN11,Shoppings,0.0755,0.83,0.0,0.0,196208000.0,Médio,Moderado,0.0,0.17,7.55,0.0909638554216867,19.094685884080576,0.0,38.0
JFLL11,Multicategoria,0.081,0.54,43775.0,0.42,85444000.0,Alto,Arrojado,0.0005123238612424,0.4599999999999999,0.1883720930232558,0.15,18.26337176026328,10.686841000982222,72.0
JGPX11,Outros,0.0425,0.66,636002.0,0.0,135241000.0,Médio,Moderado,0.0047027306807846,0.3399999999999999,4.25,0.0643939393939393,18.72256893743288,13.362958559292268,62.0
JPPA11,Multicategoria,0.156,0.85,93651.0,0.0,77124500.0,Médio,Moderado,0.0012142833989199,0.15,15.6,0.1835294117647058,18.160931570152687,11.447341063757383,50.0
JPPC11,Multicategoria,0.1509,2.31,0.0,0.0,7760500.0,Médio,Moderado,0.0,-1.31,15.09,0.0653246753246753,15.864557451931043,0.0,60.0
JRDM11,Shoppings,0.0,0.96,0.0,0.0118999999999999,216723000.0,Médio,Moderado,0.0,0.04,0.0,0.0,19.19413060300589,0.0,41.78
JSAF11,Multicategoria,0.1321,0.8,1769710.0,0.0,578324000.0,Médio,Moderado,0.0030600666754276,0.1999999999999999,13.21,0.165125,20.175644824947504,14.38632681438274,35.0
JSCR11,Multicategoria,0.1371,0.88,535258.0,0.0,185730000.0,Médio,Moderado,0.0028819146072255,0.12,13.71,0.1557954545454545,19.039804569547684,13.190506020883197,40.0
JSRE11,Multicategoria,0.0936999999999999,0.59,3359370.0,0.0550999999999999,1266180000.0,Médio,Moderado,0.0026531535800597,0.41,1.4393241167434716,0.1588135593220339,20.959270331446326,15.027264312033882,41.26
KCRE11,Multicategoria,0.1221,0.96,390408.0,0.0,329400000.0,Baixo,Conservador,0.0011852094717668,0.04,12.21,0.1271875,19.61278337874364,12.87495018653404,32.0
KDOL11,Multicategoria,0.0165,0.86,67799.0,0.0,56698000.0,Médio,Moderado,0.0011957917386856,0.14,1.65,0.0191860465116279,17.85324951234456,11.124317473928487,50.0
KEVE11,Residencial,0.6828,1.24,4704.0,0.0,67396000.0,Médio,Moderado,6.9796427087661e-05,-0.24,68.28,0.5506451612903226,18.026096241778088,8.45638105201948,55.0
KFEN11,Multicategoria,0.1094,1.17,0.0,0.0,196516000.0,Baixo,Conservador,0.0,-0.1699999999999999,10.94,0.0935042735042735,19.09625441598379,0.0,32.0
KFOF11,Multicategoria,0.1177999999999999,0.85,1103820.0,0.0,559832000.0,Baixo,Conservador,0.0019716986524528,0.15,11.78,0.1385882352941176,20.14314729847072,13.914288354992284,27.0
KINP11,Residencial,0.0,0.0,0.0,0.0,0.0,Alto,Arrojado,0.0,1.0,0.0,0.0,0.0,0.0,65.0
KISU11,Outros,0.128,0.81,799141.0,0.0,288600000.0,Médio,Moderado,0.0027690263340263,0.1899999999999999,12.8,0.1580246913580247,19.480552207769048,13.59129393111039,42.0
KIVO11,Outros,0.1853999999999999,0.69,467907.0,0.0,130541000.0,Médio,Moderado,0.0035843681295531,0.31,18.54,0.268695652173913,18.68719791928964,13.056026974378586,62.0
KNCA11,Títulos e Val. Mob.,0.0102,0.92,4077580.0,0.0,2029530000.0,Baixo,Conservador,0.0020091252654555,0.0799999999999999,1.02,0.0110869565217391,21.4310700765927,15.221014478393425,27.0
KNCR11,Multicategoria,0.1346,1.04,21341200.0,0.0,11417900000.0,Baixo,Conservador,0.0018691002723793,-0.04,13.46,0.1294230769230769,23.158448136436466,16.876150081541983,23.0
KNHF11,Multicategoria,0.1223,0.96,4011100.0,0.006,1907330000.0,Baixo,Conservador,0.0021029921408461,0.04,7.64375,0.1273958333333333,21.3689701957883,15.20457632518809,23.9
KNHY11,Multicategoria,0.1084,1.01,3013080.0,0.0,3105770000.0,Baixo,Conservador,0.0009701555491874,-0.01,10.84,0.1073267326732673,21.856527509027664,14.918473701255897,15.0
